Zip,HOMEM,LA/RO,FORD,BUICK,CHEVR,DODGE,PORSC,INTER,ME/BE,JEEP,GMC,BMW,POLAR,KAWAS,HA/DA,VOLKS,CHRYS,VOLVO,LINCO,CADIL,NISSA,YAMAH,HONDA,TOYOT,AUDI,SUBAR,CA/ON,TESLA,MAZDA,FREIG,MITSU,LEXUS,HYUND,KIA,RAM,INFIN,ACURA,Median Income Per Person
10506,8,154,287,15,278,41,200,6,335,419,85,436,6,14,34,126,10,162,20,30,106,20,320,356,324,307,1,174,79,4,3,190,70,35,48,38,103,236071.0
11703,20,53,1012,130,1216,384,24,18,266,964,191,385,11,27,122,279,133,63,94,148,1134,68,1757,1473,147,418,8,74,352,26,63,225,1040,360,288,136,290,126027.0
11436,1,45,483,37,354,197,14,8,301,309,69,308,1,9,14,104,59,25,35,90,982,24,1017,1242,86,96,0,63,112,38,75,251,270,115,57,196,201,87685.0
13035,93,23,884,71,895,133,43,34,130,431,236,151,106,29,92,261,65,139,40,34,159,70,460,858,152,701,89,41,177,13,30,51,124,129,191,17,48,102386.0
11559,13,67,305,17,234,62,49,20,167,244,81,185,7,6,7,30,23,185,64,75,441,12,648,456,127,97,1,170,158,5,11,383,252,88,30,86,206,129732.0
11427,2,45,498,43,385,128,37,3,515,389,86,453,0,22,20,181,71,61,48,100,1076,27,1908,2116,156,333,2,144,247,8,51,512,454,138,52,170,303,84691.0
14802,5,0,133,13,100,41,1,22,5,30,9,11,1,1,3,13,6,4,3,2,40,0,56,101,2,72,6,1,6,14,5,6,19,9,11,0,2,43333.0
12580,14,10,408,30,404,97,12,13,58,195,102,77,31,16,36,100,27,30,19,30,156,22,436,331,38,340,23,20,64,10,9,23,111,87,115,8,42,110500.0
10960,7,76,577,50,339,93,74,17,354,479,77,404,4,13,59,318,53,180,44,69,573,26,1419,1394,272,1075,6,130,381,8,29,194,418,283,79,62,160,114698.0
10005,1,51,77,2,31,11,47,4,96,49,7,90,1,3,4,22,5,15,5,26,34,1,39,70,52,22,0,31,21,1,2,38,20,14,14,3,10,189886.0
10601,1,48,1031,29,398,88,55,24,300,305,83,333,1,16,29,148,38,83,37,88,296,16,962,981,149,367,3,75,165,126,16,181,232,114,80,70,142,84695.0
10594,5,22,465,33,366,67,24,6,164,347,110,206,14,12,28,113,24,47,37,60,166,14,581,388,112,321,1,33,108,25,13,116,141,62,74,38,120,161154.0
11590,43,193,2767,160,1945,801,184,252,1531,2007,589,1660,18,56,124,669,265,287,199,371,3218,94,4515,5138,499,1057,20,383,723,95,212,980,1337,522,617,373,799,133349.0
11719,21,31,404,7,331,87,16,19,85,183,100,69,5,3,38,70,23,40,18,34,128,28,242,246,44,128,7,19,61,11,12,38,144,50,87,10,28,110179.0
12419,5,4,49,5,60,24,5,5,5,28,18,4,2,4,14,21,7,13,1,3,31,6,70,95,7,66,5,2,6,0,1,3,19,16,19,1,3,95469.0
11570,15,158,1433,226,1159,264,140,12,849,1466,512,798,13,24,71,570,140,495,154,235,1012,43,2103,1788,535,914,5,151,604,38,44,583,755,442,145,185,472,149420.0
13163,5,1,99,4,94,25,1,40,0,27,18,2,7,5,5,8,5,5,2,6,10,1,15,33,2,10,10,0,6,4,8,1,10,10,16,0,2,73750.0
12836,6,0,102,16,104,14,1,14,11,31,20,9,4,2,11,5,7,4,4,6,18,6,40,56,9,38,9,6,5,0,3,4,13,8,21,0,1,84722.0
13210,13,17,896,96,887,218,23,157,100,337,122,128,13,13,17,209,70,83,40,45,363,14,745,1108,76,720,18,19,281,53,66,59,312,250,113,30,46,38472.0
10901,21,71,1639,129,759,238,99,35,427,856,237,535,17,37,81,336,125,182,121,150,1029,27,2674,2772,320,947,17,223,533,35,63,518,1008,479,206,147,368,110758.0
11109,0,20,37,4,11,4,34,0,68,56,6,120,0,2,2,50,4,39,3,9,32,2,96,89,64,52,0,42,73,2,0,33,33,20,5,8,30,173939.0
11721,16,55,380,36,350,68,52,5,253,518,125,271,12,9,26,191,22,144,50,51,194,32,495,441,166,441,4,90,151,2,11,143,154,87,104,39,122,204048.0
11414,7,94,899,138,1093,279,73,8,575,1037,249,421,8,35,129,303,112,95,132,279,1551,53,1544,1232,188,361,4,88,346,25,75,362,915,298,176,175,283,95370.0
10530,3,53,411,65,411,76,49,1,412,433,80,486,2,22,48,206,42,158,47,105,355,24,1383,1010,245,940,2,133,303,3,14,385,447,155,70,114,323,112727.0
13367,111,3,1657,85,1230,274,5,58,21,452,316,35,310,42,84,135,93,40,22,24,167,177,728,579,16,275,124,5,35,18,65,18,133,145,247,4,12,63361.0
10507,4,59,501,25,412,63,55,22,197,288,134,208,3,8,26,93,14,71,32,26,183,13,694,621,101,300,8,78,83,24,20,85,99,45,78,23,117,92297.0
10112,0,1,10,0,16,0,4,0,8,0,2,2,0,0,0,0,0,0,1,1,1,0,0,6,1,17,0,0,0,0,0,0,0,0,0,0,0,
13846,4,0,26,2,39,11,1,1,5,11,7,1,4,1,8,11,5,4,2,1,16,1,22,38,0,33,4,0,4,1,0,0,6,6,10,0,0,30086.0
13323,74,9,948,80,802,150,21,51,83,374,282,132,82,56,76,351,81,110,64,55,350,48,737,1057,84,683,56,31,198,20,59,53,307,196,201,14,40,80438.0
10038,0,61,500,8,202,83,75,2,170,105,26,230,1,5,8,66,84,61,10,27,190,5,375,789,114,109,0,57,55,38,18,158,69,55,14,27,87,99641.0
12446,33,11,541,33,399,160,12,7,48,228,149,71,26,33,93,124,50,37,15,21,267,32,392,549,48,448,51,19,55,3,14,27,190,117,120,15,28,73600.0
12165,3,4,53,4,50,5,5,8,11,16,20,13,0,3,1,13,7,9,1,4,6,2,32,76,8,55,5,5,8,0,0,4,8,2,7,1,1,61719.0
10009,4,64,389,39,223,109,51,4,261,275,56,275,1,19,44,186,60,129,28,62,372,19,1018,1002,145,415,1,56,173,2,35,195,218,133,25,63,156,83344.0
11103,0,52,719,31,429,130,34,12,406,445,127,303,2,21,50,276,66,75,48,82,607,102,1157,1113,142,371,2,79,253,16,65,148,371,177,77,62,137,88116.0
10606,2,36,757,50,502,133,35,6,482,503,178,356,2,19,26,214,58,107,60,51,545,12,2037,1252,210,671,2,124,257,27,56,257,330,205,77,84,283,106984.0
14051,41,67,1586,390,1913,230,109,32,418,923,535,634,63,37,115,468,163,149,188,270,781,100,1587,1915,280,868,54,140,406,14,35,493,665,452,230,158,259,116964.0
10941,28,31,1273,66,879,293,18,19,281,549,213,282,25,41,106,216,103,59,75,94,844,41,1701,1530,134,620,77,40,232,20,122,201,678,349,212,74,258,94055.0
14543,32,0,439,55,511,91,8,15,18,154,105,31,30,19,54,55,42,17,21,24,113,45,277,357,23,187,53,11,65,8,10,41,73,70,89,4,16,112568.0
14202,3,14,1064,30,594,83,16,64,65,179,68,118,3,4,5,62,27,89,16,26,102,14,137,239,39,132,7,14,59,121,13,43,81,55,43,9,49,58669.0
11716,34,45,1821,96,1264,295,20,118,254,693,380,189,19,39,131,192,114,75,106,124,631,62,875,966,95,539,17,56,170,94,44,129,573,342,401,66,133,119612.0
11763,89,65,2765,118,2494,837,36,77,552,1698,542,494,29,93,255,372,227,94,170,225,2253,92,2802,2495,211,709,38,135,569,86,260,400,1683,661,682,260,343,111296.0
10014,4,234,323,9,135,54,154,1,336,253,47,380,2,7,12,129,25,180,17,40,76,10,264,342,303,238,0,138,61,2,9,105,57,53,20,9,29,147267.0
10708,9,252,796,85,544,109,218,19,849,884,131,938,10,30,60,405,54,348,112,153,499,47,1635,1285,724,974,2,229,420,20,33,501,372,260,73,106,444,121556.0
12211,23,83,789,80,924,118,93,27,359,516,202,514,24,20,84,265,70,140,56,110,435,39,1286,1188,263,502,29,65,176,6,39,258,254,340,122,76,129,133587.0
10013,1,409,414,7,120,49,281,46,518,252,49,545,3,2,13,110,26,176,30,60,131,8,317,619,340,204,0,181,50,15,7,206,65,50,61,29,58,150675.0
11694,1,70,651,99,713,185,38,2,288,815,157,271,4,18,49,211,96,123,81,121,845,24,1126,910,116,401,0,74,265,8,35,241,501,193,97,95,145,100190.0
12523,14,4,263,13,242,78,8,70,27,93,60,19,17,13,38,37,18,39,8,9,78,18,154,201,17,167,33,11,24,23,7,7,76,40,59,7,7,58188.0
11209,6,148,988,111,721,278,132,6,876,930,185,939,6,34,69,651,149,259,105,176,1252,45,3154,2604,434,952,6,185,608,14,90,703,906,331,103,193,313,88546.0
12106,16,5,248,16,253,49,15,36,41,82,81,33,6,6,29,69,21,25,6,14,65,19,214,494,32,178,24,10,43,11,13,19,48,44,36,5,14,84028.0
10461,4,78,1187,139,957,332,31,16,618,856,227,519,2,36,64,349,125,70,87,145,1161,51,2668,2357,198,644,2,128,371,13,106,357,781,410,148,119,517,64444.0
10804,2,128,506,65,421,78,148,8,570,634,111,676,5,11,31,236,73,299,72,118,361,15,1343,984,455,732,1,231,363,19,20,526,368,185,57,104,436,225517.0
10001,2,115,681,16,215,93,115,5,384,148,59,298,1,3,17,87,108,143,20,50,213,6,320,462,155,204,2,98,55,12,8,104,74,52,89,21,37,106509.0
13685,29,8,238,27,230,49,5,8,10,139,72,28,27,6,37,87,18,22,10,12,66,25,170,267,15,139,49,8,19,8,23,17,53,75,100,2,2,83125.0
11354,0,92,1224,54,593,199,150,23,1075,511,152,740,2,20,36,320,96,137,61,137,1187,43,2787,3968,325,610,2,236,356,49,76,1164,686,292,119,208,529,56854.0
14214,21,38,875,154,1120,216,30,4,132,519,192,206,14,13,38,281,130,92,78,140,401,29,768,1096,89,655,12,34,223,3,35,139,316,305,74,56,81,56524.0
13833,49,6,464,42,625,168,3,14,8,152,144,27,30,22,95,41,57,24,15,27,151,27,222,433,17,132,52,5,32,5,25,8,166,101,113,4,6,51198.0
12503,7,8,90,8,87,16,9,4,9,26,34,17,4,0,16,18,6,13,4,5,19,3,49,83,15,87,11,5,10,1,1,11,13,14,18,2,2,97000.0
12870,45,5,282,10,228,54,5,16,14,98,58,15,32,12,35,41,25,9,1,3,46,36,136,195,11,112,27,4,25,5,15,5,57,41,67,2,6,62639.0
14622,44,10,863,203,1674,252,20,8,80,547,296,95,38,38,132,173,118,43,49,123,668,67,935,1069,65,543,33,18,201,8,72,96,372,314,153,32,48,71139.0
12516,15,6,164,13,228,40,12,11,19,81,76,22,10,4,21,49,17,20,5,10,46,5,117,199,21,182,22,8,23,0,1,7,42,37,33,3,10,126164.0
10562,15,102,1834,109,1541,388,96,47,587,1290,413,810,17,70,107,465,128,220,119,174,1356,55,4425,3303,472,2035,16,178,521,53,173,422,874,345,331,147,615,111510.0
10019,2,243,386,14,267,80,221,4,726,285,51,577,1,9,19,127,43,135,25,77,163,15,382,684,232,177,2,142,117,7,10,251,110,69,64,27,65,113335.0
10011,2,254,485,16,170,49,229,6,504,306,47,622,4,8,20,204,79,283,31,56,151,16,495,571,467,400,2,172,104,13,16,173,122,72,30,25,89,145934.0
10307,11,98,872,76,655,215,60,5,440,779,221,388,11,20,99,242,57,80,212,194,782,86,888,775,182,232,7,82,322,6,42,299,558,292,214,165,136,124738.0
10016,0,126,306,39,275,43,171,1,481,310,84,501,1,6,29,127,27,138,29,49,208,19,372,486,315,210,2,107,115,37,15,203,110,72,77,33,109,145864.0
12850,34,2,421,21,405,78,5,8,38,153,127,30,61,16,59,55,22,31,7,21,113,45,337,225,32,190,46,6,36,10,22,11,66,55,71,7,7,95434.0
14738,55,3,596,43,531,115,1,13,9,183,136,15,26,26,71,22,55,2,18,19,104,20,208,253,7,194,64,2,20,24,8,8,91,98,127,1,1,69194.0
10456,1,58,682,42,425,260,14,6,273,440,124,272,1,21,15,104,129,23,36,77,805,37,1948,2031,69,121,1,117,127,14,124,148,402,221,26,112,340,33317.0
13736,41,2,338,30,380,117,1,6,8,126,92,6,21,9,27,31,33,17,5,9,110,13,154,233,6,105,38,2,25,3,17,3,53,56,82,3,7,65333.0
14464,66,2,718,132,1507,222,5,24,23,303,279,28,63,36,131,59,61,10,25,49,219,67,451,416,10,251,88,5,84,10,27,19,183,196,171,9,17,69145.0
13820,89,18,1217,170,1507,482,12,70,87,519,434,125,62,62,141,234,199,70,38,81,893,76,1471,1523,94,1183,144,21,119,34,67,67,425,285,255,29,38,65483.0
10577,0,72,212,8,154,36,111,0,266,184,37,215,0,5,20,48,11,66,33,42,55,4,141,162,186,113,0,86,44,0,0,128,53,27,15,23,51,250001.0
13365,89,6,1040,79,1163,261,9,41,21,406,229,57,215,25,170,174,90,40,34,40,303,69,488,498,93,323,113,6,95,20,73,23,214,168,202,9,15,59353.0
11204,2,70,1014,67,580,237,54,27,600,408,152,552,6,24,34,220,199,198,149,155,1201,42,2942,4064,268,328,3,197,457,113,59,1063,679,371,121,206,412,64172.0
14304,135,28,3042,806,5427,831,11,53,147,1626,878,166,143,111,441,305,331,52,211,361,807,217,1141,1781,84,496,139,39,272,78,79,166,875,621,783,89,76,64161.0
10956,33,130,2074,203,1279,401,163,103,1196,1408,326,1048,27,41,155,510,123,260,166,243,1353,77,4053,3595,618,1736,29,340,748,39,73,930,1042,586,367,244,654,173900.0
12581,16,11,267,11,244,59,22,21,43,97,63,53,17,5,23,50,21,37,6,14,79,10,216,200,27,249,19,7,34,1,3,14,46,35,64,7,11,86184.0
13605,72,4,625,39,622,173,2,37,11,219,133,11,91,21,77,112,45,17,8,14,107,47,280,396,11,146,77,10,31,23,41,7,72,114,186,3,3,71250.0
11429,2,62,657,47,470,217,26,4,489,408,96,493,4,16,13,128,85,48,53,81,1228,24,1555,1709,117,157,5,69,161,19,64,341,420,153,44,234,253,95721.0
10550,2,122,1850,85,1198,385,35,145,712,771,305,782,3,29,34,304,135,75,73,130,1483,33,2920,2064,193,332,3,57,242,125,174,333,597,332,219,230,673,54138.0
10573,4,144,2332,126,1776,418,169,34,848,1671,721,1021,14,40,123,477,115,278,161,203,1868,63,3903,3190,630,1416,11,286,603,29,97,724,778,385,328,220,771,105601.0
12846,46,5,481,34,427,115,5,12,27,201,128,22,69,23,79,40,32,14,11,18,133,58,298,282,8,197,56,5,33,4,22,13,123,77,128,5,11,61875.0
11003,13,186,1504,118,1280,483,62,32,1420,1133,351,1177,6,41,90,384,174,102,139,248,2805,53,4174,4771,408,538,8,210,500,36,152,917,1181,429,202,499,729,119448.0
13406,6,1,55,7,103,16,0,2,1,17,28,3,17,4,13,14,4,0,5,6,16,2,32,31,1,20,7,0,8,3,3,1,13,12,13,1,0,93875.0
13044,46,0,342,34,521,106,2,12,8,144,111,13,135,15,84,33,34,8,16,17,80,52,131,155,15,98,45,3,42,5,50,5,57,57,111,0,9,66379.0
14435,42,0,395,37,578,113,4,6,10,160,98,24,54,9,81,33,41,12,14,22,88,72,202,236,8,147,51,6,41,1,7,16,64,55,116,7,6,69097.0
11715,31,26,468,21,403,98,15,10,85,321,113,94,6,11,38,122,19,47,37,36,182,18,362,409,50,212,6,27,89,5,19,65,194,108,100,26,51,141774.0
13637,38,1,473,27,436,139,0,8,12,214,102,20,53,14,48,77,34,7,5,19,133,51,303,273,15,146,53,2,36,3,51,8,96,131,146,6,11,61261.0
13756,6,0,71,7,80,32,2,3,4,31,21,7,3,4,10,6,4,3,2,4,28,5,28,44,2,27,13,1,4,0,4,5,15,16,17,2,3,61818.0
12084,2,10,245,15,274,47,8,25,35,142,38,81,8,8,21,89,22,29,5,14,220,15,546,424,44,241,9,34,107,4,17,44,151,152,37,18,31,90052.0
12430,8,5,161,14,110,49,8,7,24,70,52,17,12,7,22,41,8,10,5,6,44,9,87,107,25,117,13,3,15,0,3,4,26,14,34,4,4,62071.0
14770,37,1,370,73,531,126,2,15,3,136,171,4,25,12,71,20,50,3,12,24,82,10,69,164,1,70,43,1,11,2,7,4,45,103,105,4,1,55938.0
13144,34,0,164,16,249,52,1,5,1,56,44,1,59,8,37,18,22,3,6,4,36,17,59,65,3,40,19,0,8,3,17,1,19,33,44,1,1,47857.0
11722,68,76,2093,98,1817,754,35,86,575,1157,451,531,9,59,101,334,193,77,115,207,2728,79,4845,4745,190,492,23,89,430,86,175,359,1249,547,381,299,661,100387.0
14606,63,27,2007,433,4263,633,13,178,225,829,732,250,46,74,221,201,248,95,107,206,1276,81,1819,1947,90,562,66,25,379,533,211,243,697,680,412,124,186,55346.0
14590,86,2,739,104,1060,198,4,28,15,245,204,14,100,27,153,41,66,26,16,28,182,80,191,263,16,196,97,4,45,39,28,16,94,80,140,5,4,59531.0
10925,19,10,470,17,324,126,12,6,98,342,78,108,19,70,96,67,38,30,28,34,193,51,409,457,41,335,30,16,94,3,23,41,236,103,126,14,36,98902.0
11718,8,32,356,18,238,47,27,4,82,228,56,112,1,6,14,110,9,60,38,21,78,9,246,219,69,162,1,27,57,1,3,51,73,46,42,11,51,187581.0
11249,2,103,353,20,219,54,102,1,208,266,64,315,0,12,32,191,74,145,24,31,247,8,941,796,236,234,1,132,165,12,19,99,197,108,30,26,102,113946.0
11784,58,36,1794,116,2014,649,30,27,359,1350,396,370,23,68,237,344,183,75,125,174,1727,89,2250,2315,137,563,30,126,517,18,136,229,1705,620,493,188,289,108913.0
10917,2,8,183,13,219,43,6,18,57,74,29,84,1,3,17,40,13,13,10,23,99,4,220,212,28,112,1,27,37,14,12,34,77,56,48,10,35,129276.0
14068,17,15,702,111,687,92,16,3,90,243,149,137,17,15,48,144,78,40,93,76,282,30,558,637,68,297,23,29,131,6,22,139,259,170,78,31,64,113971.0
14625,14,30,896,181,1095,177,29,15,112,436,249,174,22,24,71,211,95,116,34,77,467,53,1266,1102,88,716,30,47,213,11,30,128,253,263,142,28,76,100146.0
12526,23,10,579,23,402,101,7,39,49,189,110,64,34,10,51,117,34,74,12,17,129,29,261,464,39,399,40,32,44,14,3,31,113,84,79,11,19,88938.0
10467,1,79,1164,73,832,376,18,7,629,758,183,538,0,25,29,301,153,47,57,112,1527,80,3075,3277,191,347,1,114,288,16,186,331,716,366,70,210,610,46228.0
14226,47,83,2005,376,2372,380,81,16,290,1159,448,551,32,41,135,646,218,193,150,268,1028,99,1851,2653,220,1508,41,69,534,15,60,440,924,773,269,114,169,79330.0
13167,60,3,463,46,726,136,7,7,12,174,154,19,158,19,84,58,48,9,22,20,117,64,171,202,15,121,56,5,45,7,39,5,54,83,146,3,8,71176.0
14445,16,6,709,98,893,118,9,9,53,284,177,70,14,11,40,130,57,50,16,34,428,32,575,568,33,329,14,12,118,8,38,39,171,261,74,18,29,66779.0
11104,2,43,427,20,238,98,15,3,194,215,54,193,0,11,26,169,47,47,32,53,418,22,981,1043,92,372,0,59,159,8,56,135,281,137,30,39,134,83493.0
12475,4,0,61,1,50,18,1,2,6,21,23,4,4,2,10,5,3,1,4,2,12,5,39,52,6,27,5,0,5,0,1,3,19,10,14,3,1,73882.0
11691,8,62,980,69,659,346,19,3,435,610,142,415,1,26,18,170,172,97,67,112,2366,22,2730,2706,143,202,0,61,336,21,107,405,750,311,90,283,394,59153.0
13617,111,7,1185,124,1336,332,3,131,20,350,327,29,181,22,91,75,107,36,29,25,171,89,352,994,22,550,150,7,53,52,42,30,106,111,335,8,18,66804.0
11214,3,72,1380,82,763,318,101,5,1095,611,190,823,0,49,66,387,162,213,110,245,1629,60,3101,5152,323,556,0,339,531,127,98,1506,826,288,152,296,463,60152.0
14058,19,0,303,37,583,76,2,94,5,98,118,6,49,4,46,6,20,11,6,10,54,44,85,184,5,76,40,1,22,12,6,5,27,52,69,4,1,77202.0
13053,25,5,404,54,507,101,3,14,12,154,114,30,22,15,46,75,49,38,15,19,209,18,339,430,22,283,47,5,74,5,20,13,113,87,80,1,8,81429.0
11421,3,37,740,58,549,256,12,13,334,524,137,339,6,19,61,198,88,49,53,90,1371,44,2437,2056,136,351,0,95,241,18,103,365,518,206,57,173,402,81324.0
12085,1,0,56,1,27,8,0,14,4,13,8,0,0,0,2,3,3,0,2,1,19,0,24,24,1,15,0,0,2,7,2,1,18,6,7,0,1,34375.0
13748,27,2,445,40,482,102,1,21,10,140,136,19,17,14,52,42,44,17,21,29,202,22,209,487,11,110,53,1,30,4,28,15,172,68,76,6,6,72531.0
14616,59,19,1717,486,4147,589,12,9,172,1052,775,210,58,71,269,256,257,90,97,194,1345,123,1928,2029,110,757,78,36,388,10,227,189,760,818,314,90,158,63643.0
11210,0,102,710,65,464,203,34,9,553,520,119,496,30,17,16,173,158,249,121,138,1599,31,2545,2535,212,244,1,152,373,6,90,623,811,379,57,295,549,82904.0
14864,16,1,150,13,147,62,0,3,4,46,50,6,5,5,23,8,17,6,13,1,88,7,65,84,5,51,17,1,6,1,17,0,32,12,34,1,2,65761.0
11360,2,65,406,68,366,110,120,6,689,541,67,565,5,16,30,299,51,151,55,124,752,27,1386,1350,327,641,2,140,271,5,22,706,559,157,79,113,367,100016.0
14744,10,0,132,12,122,39,1,2,3,24,20,1,3,9,13,14,22,1,1,3,31,9,53,100,0,64,8,1,7,1,5,0,12,25,21,1,1,84318.0
14305,74,15,1130,388,2092,451,10,20,80,784,373,86,32,46,154,139,217,30,96,187,388,48,455,728,38,196,39,8,122,20,55,77,331,252,265,52,51,45412.0
11967,119,54,2413,129,2375,746,18,31,404,1530,458,411,35,97,248,327,253,73,115,192,1962,156,2545,2573,142,551,44,77,394,106,170,242,1522,646,577,187,250,109019.0
14710,59,9,526,36,489,140,4,8,17,156,102,16,38,18,68,25,42,15,20,15,104,38,196,295,5,241,77,2,19,7,17,9,93,82,118,6,8,62245.0
10607,1,55,494,36,433,97,49,7,342,285,114,473,5,10,17,141,31,88,43,69,260,11,967,644,141,340,1,82,144,4,24,270,179,130,76,92,196,142685.0
11772,119,102,4339,192,3732,1028,71,68,667,2502,796,722,42,89,313,731,324,198,237,360,3240,154,4580,3770,308,1229,44,137,784,44,292,433,2317,942,872,288,483,103207.0
11231,6,95,562,32,338,99,77,16,278,342,105,374,1,13,34,389,54,370,26,38,371,18,928,979,325,742,0,157,286,219,27,173,243,167,79,54,101,130396.0
12067,12,2,229,16,243,45,1,6,9,85,73,26,34,13,58,26,20,10,4,12,59,5,125,124,4,101,12,0,18,2,10,6,32,36,42,3,5,101786.0
13483,6,1,56,7,36,9,0,2,1,10,16,1,21,2,2,6,7,0,1,0,5,5,18,15,0,13,8,0,4,0,10,0,3,2,16,0,1,108009.0
14779,41,9,831,105,929,281,1,26,15,340,229,25,33,14,89,35,98,7,28,42,192,17,160,405,7,148,77,0,33,14,20,10,86,162,224,8,5,40072.0
14206,45,21,1851,275,2698,475,2,27,63,901,474,69,32,37,147,146,203,24,97,154,511,74,671,1062,37,307,36,9,125,61,92,65,391,431,258,32,57,46026.0
14006,87,9,1737,155,1742,316,8,51,37,545,276,51,89,40,182,104,95,18,77,81,249,119,329,528,29,335,108,7,87,19,39,28,200,202,222,14,23,61341.0
13214,18,13,465,72,531,220,6,5,84,277,99,85,2,8,40,164,66,85,43,48,240,17,543,877,64,551,15,12,243,0,43,42,207,173,69,23,53,87095.0
13827,119,4,1218,184,1500,388,14,79,59,495,506,94,41,46,130,156,146,86,42,68,515,54,757,1239,28,590,186,12,100,61,69,43,333,282,358,7,41,68566.0
10801,19,168,2203,110,2286,461,97,84,984,1539,665,912,9,25,132,521,142,181,118,216,1608,69,4222,3072,470,1014,15,209,542,86,173,569,990,412,237,206,959,80945.0
12985,37,0,152,14,131,54,1,3,2,39,50,2,18,1,32,13,8,2,3,4,54,21,80,94,4,48,23,1,7,2,20,2,50,24,33,0,2,75588.0
13638,7,0,41,0,37,13,0,1,0,18,11,2,14,2,10,4,7,1,2,2,15,4,21,28,0,15,11,0,4,1,5,0,12,11,17,0,0,39564.0
12883,53,2,674,87,769,125,2,24,6,206,145,24,42,25,85,45,29,18,9,25,122,67,271,368,20,204,70,2,42,12,31,7,102,76,147,4,14,65200.0
11960,6,41,166,6,122,16,41,0,104,128,31,90,2,8,9,32,7,28,16,21,29,23,73,124,54,59,3,30,24,8,2,53,31,17,22,5,13,173750.0
13661,36,1,261,24,249,60,0,21,4,66,73,7,87,9,21,43,19,6,11,5,44,24,96,140,5,52,34,3,12,13,23,1,28,35,60,1,0,77712.0
14201,10,16,423,66,527,119,6,3,48,275,89,78,9,9,18,148,47,34,15,43,209,18,451,699,31,305,4,6,137,5,39,40,186,162,30,14,55,34092.0
10471,0,48,379,38,275,72,36,1,293,327,40,318,0,10,19,211,59,161,44,59,419,12,1253,1239,158,795,0,127,254,6,33,260,355,234,30,61,212,111418.0
13807,5,3,184,13,179,40,0,11,2,57,35,6,12,6,27,15,9,4,9,9,53,12,87,98,5,92,17,2,5,10,4,5,28,23,26,2,1,71500.0
12405,5,0,95,6,100,28,0,1,10,47,30,7,4,2,29,17,8,4,6,4,28,6,40,55,2,70,7,2,10,0,2,4,26,13,10,2,1,64583.0
14727,50,2,697,118,915,237,1,54,12,294,269,16,48,11,101,40,85,11,24,37,136,38,196,273,6,198,78,7,31,89,17,6,67,141,176,6,6,64028.0
11554,15,111,1915,227,1892,571,126,27,954,1677,427,841,26,70,175,538,254,202,196,321,2269,100,3962,4016,367,1192,15,332,845,24,143,952,1645,765,395,328,706,129268.0
11367,1,66,634,59,459,175,54,6,515,446,95,448,0,21,28,232,134,129,76,96,1532,34,2532,3066,207,434,1,170,441,16,66,837,727,254,42,178,390,76888.0
13204,30,19,957,115,1368,357,11,31,90,630,256,121,15,22,49,218,149,103,67,82,591,33,819,924,88,524,22,17,205,21,117,71,323,287,195,50,105,40330.0
12823,3,1,45,2,52,9,1,1,0,17,11,6,2,3,5,4,4,0,1,5,11,4,38,31,1,17,2,0,3,0,6,1,7,5,9,1,1,112317.0
11205,0,67,641,37,349,81,29,32,247,237,93,256,1,12,13,189,101,200,35,52,404,14,1146,1040,168,412,0,73,181,62,54,134,217,154,42,46,93,74839.0
12586,38,17,1222,91,1038,295,16,29,154,541,254,168,35,36,186,168,100,79,67,92,730,50,1336,1275,61,616,79,30,191,60,57,119,524,393,295,57,171,83125.0
13207,20,10,567,134,1020,264,10,5,108,474,177,91,9,23,49,178,132,78,76,105,424,24,658,777,61,534,21,16,203,3,84,67,264,278,87,33,74,56730.0
12859,31,6,256,23,262,60,4,2,9,99,96,16,52,19,46,32,14,20,11,10,74,26,213,206,15,123,27,1,34,4,20,9,65,55,65,0,6,101369.0
12937,36,0,223,30,249,50,0,3,4,49,85,2,26,5,15,15,14,10,3,8,36,13,54,75,1,43,19,2,4,32,7,2,29,32,44,2,1,50288.0
10547,4,28,388,33,393,106,22,6,126,374,68,199,7,19,44,174,40,46,25,47,385,36,953,735,147,598,11,46,80,0,25,97,326,91,76,34,153,132330.0
11801,42,164,4225,162,2819,746,107,500,1078,1977,708,963,23,93,213,615,307,269,161,363,2878,122,4852,5198,367,1378,15,487,728,824,166,856,1981,578,646,285,685,138289.0
13211,31,5,504,75,822,207,3,42,30,309,126,26,38,20,98,80,80,13,35,38,287,33,279,395,19,212,34,7,93,9,78,16,196,252,130,10,19,69419.0
11752,43,20,936,70,882,221,5,8,124,563,192,160,10,23,115,191,85,32,67,92,591,44,972,888,66,271,5,36,179,10,53,82,531,265,215,68,147,147672.0
11563,17,69,1539,151,1118,318,45,39,474,1005,343,406,9,23,126,455,164,153,90,190,1199,42,1969,1675,282,665,5,129,453,15,70,341,878,351,223,162,335,137828.0
14826,27,0,364,32,392,93,2,29,2,127,91,5,13,9,57,13,37,7,6,13,80,19,70,106,8,81,42,0,15,12,12,5,39,35,68,2,2,65721.0
12474,7,2,146,15,166,51,2,18,11,56,77,15,14,6,12,38,18,9,5,8,43,6,69,91,11,126,11,3,12,4,8,6,26,10,28,2,3,51310.0
14735,40,1,358,36,470,126,1,7,4,104,142,5,16,3,31,29,43,5,10,3,74,27,87,118,2,85,30,1,11,2,7,6,24,48,74,3,3,66071.0
